year,month,institution_name,population_felons,civil_addict,total_population,designed_capacity,percent_occupied,staffed_capacity,source_pdf_name
2008,02,CVSP (CHUCKAWALLA VALLEY SP),3160,0,3160,1348,234.4,3222,TPOP1Ad0802.pdf
2008,02,SATF (CA SUBSTANCE ABUSE TREAT FAC),7261,4,7265,3424,212.2,7473,TPOP1Ad0802.pdf
2008,02,"SOL (CA SP, SOLANO)",5710,0,5710,2610,218.8,5714,TPOP1Ad0802.pdf
2008,02,SQ (SAN QUENTIN SP),5382,18,5400,3108,173.7,5274,TPOP1Ad0802.pdf
2008,02,"SAC (CA SP, SACRAMENTO)",3165,0,3165,1788,177.0,3234,TPOP1Ad0802.pdf
2008,02,"LAC (CA SP, LOS ANGELES COUNTY)",5020,0,5020,2300,218.3,4946,TPOP1Ad0802.pdf
2008,02,"COR (CA SP, CORCORAN)",5572,1,5573,3116,178.9,5623,TPOP1Ad0802.pdf
2008,02,CEN (CENTINELA SP),5124,0,5124,2308,222.0,5136,TPOP1Ad0802.pdf
2008,02,CAL (CALIPATRIA SP),4104,0,4104,2308,177.8,4218,TPOP1Ad0802.pdf
2008,02,"CRC (CAL REHAB CTR, MEN)",3949,648,4597,2314,198.7,4604,TPOP1Ad0802.pdf
2008,02,CMC (CA MEN'S COLONY),6458,0,6458,3840,168.2,6518,TPOP1Ad0802.pdf
2008,02,CMF (CA MEDICAL FAC),3032,0,3032,2179,139.1,3078,TPOP1Ad0802.pdf
2008,02,CIM (CA INSTITUTION FOR MEN),5825,24,5849,3033,192.8,6130,TPOP1Ad0802.pdf
2008,02,CCI (CA CORRECTIONAL INSTITUTION),4882,0,4882,2785,175.3,5620,TPOP1Ad0802.pdf
2008,02,CCC (CA CORRECTIONAL CENTER),5957,0,5957,3883,153.4,6024,TPOP1Ad0802.pdf
2008,02,ASP (AVENAL SP),7302,0,7302,2920,250.1,7222,TPOP1Ad0802.pdf
2008,03,VSP (VALLEY SP),3918,15,3933,1980,198.6,4158,TPOP1Ad0803.pdf
2008,03,CCWF (CENTRAL CA WOMEN'S FAC),4058,3,4061,2004,202.6,4086,TPOP1Ad0803.pdf
2008,03,CIW (CA INSTITUTION FOR WOMEN),2342,230,2572,1325,194.1,2549,TPOP1Ad0803.pdf
2008,03,WSP (WASCO SP),5964,14,5978,2984,200.3,5878,TPOP1Ad0803.pdf
2008,03,SCC (SIERRA CONSERVATION CENTER),6023,0,6023,3736,161.2,6046,TPOP1Ad0803.pdf
2008,03,SVSP (SALINAS VALLEY SP),4122,0,4122,2372,173.8,4100,TPOP1Ad0803.pdf
2008,03,RJD (RJ DONOVAN CORRECTIONAL FAC),4610,0,4610,2200,209.5,4588,TPOP1Ad0803.pdf
2008,03,PVSP (PLEASANT VALLEY SP),5183,0,5183,2308,224.6,5192,TPOP1Ad0803.pdf
2008,03,PBSP (PELICAN BAY SP),3382,0,3382,2341,144.5,3598,TPOP1Ad0803.pdf
2008,03,NKSP (NORTH KERN SP),5436,5,5441,2692,202.1,5454,TPOP1Ad0803.pdf
2008,03,MCSP (MULE CREEK SP),3671,0,3671,1594,230.3,3714,TPOP1Ad0803.pdf
2008,03,KVSP (KERN VALLEY SP),4734,0,4734,2448,193.4,4846,TPOP1Ad0803.pdf
2008,03,ISP (IRONWOOD SP),4595,0,4595,2200,208.9,4565,TPOP1Ad0803.pdf
2008,03,HDSP (HIGH DESERT SP),4370,11,4381,2324,188.5,4536,TPOP1Ad0803.pdf
2008,03,FOL (FOLSOM SP) (MALE),4101,0,4101,2236,183.4,4078,TPOP1Ad0803.pdf
2008,03,DVI (DEUEL VOCATIONAL INSTITUTION),3813,6,3819,1627,234.7,3787,TPOP1Ad0803.pdf
2008,03,CTF (CORRECTIONAL TRAINING FAC),6397,0,6397,3301,193.8,6499,TPOP1Ad0803.pdf
2008,03,CVSP (CHUCKAWALLA VALLEY SP),3058,0,3058,1348,226.9,3222,TPOP1Ad0803.pdf
2008,03,SATF (CA SUBSTANCE ABUSE TREAT FAC),7179,6,7185,3424,209.8,7473,TPOP1Ad0803.pdf
2008,03,"SOL (CA SP, SOLANO)",5604,0,5604,2610,214.7,5570,TPOP1Ad0803.pdf
2008,03,SQ (SAN QUENTIN SP),5219,4,5223,3108,168.1,5274,TPOP1Ad0803.pdf
2008,03,"SAC (CA SP, SACRAMENTO)",3183,0,3183,1788,178.0,3234,TPOP1Ad0803.pdf
2008,03,"LAC (CA SP, LOS ANGELES COUNTY)",5010,0,5010,2300,217.8,4946,TPOP1Ad0803.pdf
2008,03,"COR (CA SP, CORCORAN)",5592,0,5592,3116,179.5,5623,TPOP1Ad0803.pdf
2008,03,CEN (CENTINELA SP),5085,0,5085,2308,220.3,5136,TPOP1Ad0803.pdf
2008,03,CAL (CALIPATRIA SP),4245,0,4245,2308,183.9,4218,TPOP1Ad0803.pdf
2008,03,"CRC (CAL REHAB CTR, MEN)",3872,655,4527,2314,195.6,4604,TPOP1Ad0803.pdf
2008,03,CMC (CA MEN'S COLONY),6505,0,6505,3840,169.4,6518,TPOP1Ad0803.pdf
2008,03,CMF (CA MEDICAL FAC),3049,0,3049,2179,139.9,3078,TPOP1Ad0803.pdf
2008,03,CIM (CA INSTITUTION FOR MEN),5898,27,5925,3033,195.4,6130,TPOP1Ad0803.pdf
2008,03,CCI (CA CORRECTIONAL INSTITUTION),4615,1,4616,2785,165.7,5620,TPOP1Ad0803.pdf
2008,03,CCC (CA CORRECTIONAL CENTER),5849,0,5849,3883,150.6,6024,TPOP1Ad0803.pdf
2008,03,ASP (AVENAL SP),7192,0,7192,2920,246.3,7222,TPOP1Ad0803.pdf
2008,04,VSP (VALLEY SP),3891,0,3891,1980,196.5,4158,TPOP1Ad0804.pdf
2008,04,CCWF (CENTRAL CA WOMEN'S FAC),4013,7,4020,2004,200.6,4086,TPOP1Ad0804.pdf
2008,04,CIW (CA INSTITUTION FOR WOMEN),2465,226,2691,1325,203.1,2549,TPOP1Ad0804.pdf
2008,04,WSP (WASCO SP),5956,7,5963,2984,199.8,5878,TPOP1Ad0804.pdf
2008,04,SCC (SIERRA CONSERVATION CENTER),6061,0,6061,3736,162.2,6046,TPOP1Ad0804.pdf
2008,04,SVSP (SALINAS VALLEY SP),4093,0,4093,2372,172.6,4100,TPOP1Ad0804.pdf
2008,04,RJD (RJ DONOVAN CORRECTIONAL FAC),4542,0,4542,2200,206.5,4588,TPOP1Ad0804.pdf
2008,04,PVSP (PLEASANT VALLEY SP),5171,0,5171,2308,224.0,5192,TPOP1Ad0804.pdf
2008,04,PBSP (PELICAN BAY SP),3360,0,3360,2341,143.5,3598,TPOP1Ad0804.pdf
2008,04,NKSP (NORTH KERN SP),5430,4,5434,2692,201.9,5454,TPOP1Ad0804.pdf
2008,04,MCSP (MULE CREEK SP),3731,0,3731,1594,234.1,3714,TPOP1Ad0804.pdf
2008,04,KVSP (KERN VALLEY SP),4639,0,4639,2448,189.5,4846,TPOP1Ad0804.pdf
2008,04,ISP (IRONWOOD SP),4524,0,4524,2200,205.6,4565,TPOP1Ad0804.pdf
2008,04,HDSP (HIGH DESERT SP),4343,3,4346,2324,187.0,4536,TPOP1Ad0804.pdf
2008,04,FOL (FOLSOM SP) (MALE),4151,0,4151,2236,185.6,4078,TPOP1Ad0804.pdf
2008,04,DVI (DEUEL VOCATIONAL INSTITUTION),3822,6,3828,1627,235.3,3787,TPOP1Ad0804.pdf
2008,04,CTF (CORRECTIONAL TRAINING FAC),6456,0,6456,3301,195.6,6499,TPOP1Ad0804.pdf
2008,04,CVSP (CHUCKAWALLA VALLEY SP),3113,0,3113,1348,230.9,3222,TPOP1Ad0804.pdf
2008,04,SATF (CA SUBSTANCE ABUSE TREAT FAC),7170,6,7176,3424,209.6,7473,TPOP1Ad0804.pdf
2008,04,"SOL (CA SP, SOLANO)",5651,0,5651,2610,216.5,5570,TPOP1Ad0804.pdf
2008,04,SQ (SAN QUENTIN SP),5215,6,5221,3108,168.0,5274,TPOP1Ad0804.pdf
2008,04,"SAC (CA SP, SACRAMENTO)",3056,0,3056,1788,170.9,3234,TPOP1Ad0804.pdf
2008,04,"LAC (CA SP, LOS ANGELES COUNTY)",4950,0,4950,2300,215.2,4946,TPOP1Ad0804.pdf
2008,04,"COR (CA SP, CORCORAN)",5650,1,5651,3116,181.4,5623,TPOP1Ad0804.pdf
2008,04,CEN (CENTINELA SP),5041,0,5041,2308,218.4,5136,TPOP1Ad0804.pdf
2008,04,CAL (CALIPATRIA SP),4233,0,4233,2308,183.4,4218,TPOP1Ad0804.pdf
2008,04,"CRC (CAL REHAB CTR, MEN)",3762,637,4399,2314,190.1,4604,TPOP1Ad0804.pdf
2008,04,CMC (CA MEN'S COLONY),6535,0,6535,3840,170.2,6518,TPOP1Ad0804.pdf
2008,04,CMF (CA MEDICAL FAC),3094,0,3094,2179,142.0,3078,TPOP1Ad0804.pdf
2008,04,CIM (CA INSTITUTION FOR MEN),5959,30,5989,3033,197.5,6130,TPOP1Ad0804.pdf
2008,04,CCI (CA CORRECTIONAL INSTITUTION),4936,1,4937,2785,177.3,5620,TPOP1Ad0804.pdf
2008,04,CCC (CA CORRECTIONAL CENTER),5945,0,5945,3883,153.1,6024,TPOP1Ad0804.pdf
2008,04,ASP (AVENAL SP),7039,0,7039,2920,241.1,7222,TPOP1Ad0804.pdf
2008,05,VSP (VALLEY SP),3897,8,3905,1980,197.2,4158,TPOP1Ad0805.pdf
2008,05,CCWF (CENTRAL CA WOMEN'S FAC),4051,12,4063,2004,202.7,4086,TPOP1Ad0805.pdf
2008,05,CIW (CA INSTITUTION FOR WOMEN),2462,208,2670,1356,196.9,2549,TPOP1Ad0805.pdf
2008,05,WSP (WASCO SP),6039,6,6045,2984,202.6,5878,TPOP1Ad0805.pdf
2008,05,SCC (SIERRA CONSERVATION CENTER),6067,1,6068,3736,162.4,6046,TPOP1Ad0805.pdf
2008,05,SVSP (SALINAS VALLEY SP),4084,0,4084,2388,171.0,4100,TPOP1Ad0805.pdf
2008,05,RJD (RJ DONOVAN CORRECTIONAL FAC),4626,0,4626,2200,210.3,4588,TPOP1Ad0805.pdf
2008,05,PVSP (PLEASANT VALLEY SP),5128,0,5128,2308,222.2,5192,TPOP1Ad0805.pdf
2008,05,PBSP (PELICAN BAY SP),3376,0,3376,2380,141.8,3598,TPOP1Ad0805.pdf
2008,05,NKSP (NORTH KERN SP),5529,6,5535,2694,205.5,5454,TPOP1Ad0805.pdf
2008,05,MCSP (MULE CREEK SP),3731,0,3731,1700,219.5,3714,TPOP1Ad0805.pdf
2008,05,KVSP (KERN VALLEY SP),4707,0,4707,2448,192.3,4846,TPOP1Ad0805.pdf
2008,05,ISP (IRONWOOD SP),4412,0,4412,2200,200.5,4565,TPOP1Ad0805.pdf
2008,05,HDSP (HIGH DESERT SP),4375,9,4384,2324,188.6,4536,TPOP1Ad0805.pdf
2008,05,FOL (FOLSOM SP) (MALE),4094,0,4094,2372,172.6,4078,TPOP1Ad0805.pdf
2008,05,DVI (DEUEL VOCATIONAL INSTITUTION),3853,5,3858,1681,229.5,3787,TPOP1Ad0805.pdf
2008,05,CTF (CORRECTIONAL TRAINING FAC),6486,0,6486,3312,195.8,6499,TPOP1Ad0805.pdf
2008,05,CVSP (CHUCKAWALLA VALLEY SP),3077,0,3077,1738,177.0,3222,TPOP1Ad0805.pdf
2008,05,SATF (CA SUBSTANCE ABUSE TREAT FAC),7196,6,7202,3424,210.3,7473,TPOP1Ad0805.pdf
2008,05,"SOL (CA SP, SOLANO)",5672,0,5672,2610,217.3,5570,TPOP1Ad0805.pdf
2008,05,SQ (SAN QUENTIN SP),5292,2,5294,3082,171.8,5274,TPOP1Ad0805.pdf
2008,05,"SAC (CA SP, SACRAMENTO)",3010,0,3010,1828,164.7,3234,TPOP1Ad0805.pdf
2008,05,"LAC (CA SP, LOS ANGELES COUNTY)",5009,0,5009,2300,217.8,4946,TPOP1Ad0805.pdf
2008,05,"COR (CA SP, CORCORAN)",5675,0,5675,2988,189.9,5402,TPOP1Ad0805.pdf
2008,05,CEN (CENTINELA SP),5115,0,5115,2308,221.6,5136,TPOP1Ad0805.pdf
2008,05,CAL (CALIPATRIA SP),4147,0,4147,2308,179.7,4218,TPOP1Ad0805.pdf
2008,05,"CRC (CAL REHAB CTR, MEN)",3749,597,4346,2491,174.5,4604,TPOP1Ad0805.pdf
2008,05,CMC (CA MEN'S COLONY),6506,0,6506,3838,169.5,6518,TPOP1Ad0805.pdf
2008,05,CMF (CA MEDICAL FAC),3030,0,3030,2297,131.9,3078,TPOP1Ad0805.pdf
2008,05,CIM (CA INSTITUTION FOR MEN),6036,29,6065,2976,203.8,6130,TPOP1Ad0805.pdf
2008,05,CCI (CA CORRECTIONAL INSTITUTION),5355,1,5356,2783,192.5,5620,TPOP1Ad0805.pdf
2008,05,CCC (CA CORRECTIONAL CENTER),5836,0,5836,3883,150.3,6024,TPOP1Ad0805.pdf
2008,05,ASP (AVENAL SP),6839,0,6839,2920,234.2,7222,TPOP1Ad0805.pdf
2008,06,VSP (VALLEY SP),3911,12,3923,1980,198.1,4158,TPOP1Ad0806.pdf
2008,06,CCWF (CENTRAL CA WOMEN'S FAC),4065,2,4067,2004,202.9,4086,TPOP1Ad0806.pdf
2008,06,CIW (CA INSTITUTION FOR WOMEN),2418,200,2618,1356,193.1,2549,TPOP1Ad0806.pdf
2008,06,WSP (WASCO SP),5924,10,5934,2984,198.9,5878,TPOP1Ad0806.pdf
2008,06,SCC (SIERRA CONSERVATION CENTER),6162,2,6164,3736,165.0,6046,TPOP1Ad0806.pdf
2008,06,SVSP (SALINAS VALLEY SP),4095,0,4095,2388,171.5,4100,TPOP1Ad0806.pdf
2008,06,RJD (RJ DONOVAN CORRECTIONAL FAC),4556,0,4556,2200,207.1,4588,TPOP1Ad0806.pdf
2008,06,PVSP (PLEASANT VALLEY SP),5180,0,5180,2308,224.4,5192,TPOP1Ad0806.pdf
2008,06,PBSP (PELICAN BAY SP),3388,0,3388,2380,142.4,3598,TPOP1Ad0806.pdf
2008,06,NKSP (NORTH KERN SP),5500,8,5508,2694,204.5,5454,TPOP1Ad0806.pdf
2008,06,MCSP (MULE CREEK SP),3666,0,3666,1700,215.6,3714,TPOP1Ad0806.pdf
2008,06,KVSP (KERN VALLEY SP),4683,0,4683,2448,191.3,4846,TPOP1Ad0806.pdf
2008,06,ISP (IRONWOOD SP),4430,0,4430,2200,201.4,4565,TPOP1Ad0806.pdf
2008,06,HDSP (HIGH DESERT SP),4495,7,4502,2324,193.7,4536,TPOP1Ad0806.pdf
2008,06,FOL (FOLSOM SP) (MALE),4067,0,4067,2469,164.7,4078,TPOP1Ad0806.pdf
2008,06,DVI (DEUEL VOCATIONAL INSTITUTION),3861,10,3871,1681,230.3,3787,TPOP1Ad0806.pdf
2008,06,CTF (CORRECTIONAL TRAINING FAC),6604,0,6604,3312,199.4,6499,TPOP1Ad0806.pdf
2008,06,CVSP (CHUCKAWALLA VALLEY SP),3109,0,3109,1738,178.9,3222,TPOP1Ad0806.pdf
2008,06,SATF (CA SUBSTANCE ABUSE TREAT FAC),7156,6,7162,3424,209.2,7473,TPOP1Ad0806.pdf
2008,06,"SOL (CA SP, SOLANO)",5652,0,5652,2610,216.6,5570,TPOP1Ad0806.pdf
2008,06,SQ (SAN QUENTIN SP),5314,4,5318,3082,172.6,5274,TPOP1Ad0806.pdf
2008,06,"SAC (CA SP, SACRAMENTO)",2979,0,2979,1828,163.0,3234,TPOP1Ad0806.pdf
2008,06,"LAC (CA SP, LOS ANGELES COUNTY)",4946,0,4946,2300,215.0,4946,TPOP1Ad0806.pdf
2008,06,"COR (CA SP, CORCORAN)",5725,0,5725,3116,183.7,5402,TPOP1Ad0806.pdf
2008,06,CEN (CENTINELA SP),4817,0,4817,2308,208.7,5136,TPOP1Ad0806.pdf
2008,06,CAL (CALIPATRIA SP),4189,0,4189,2308,181.5,4218,TPOP1Ad0806.pdf
2008,06,"CRC (CAL REHAB CTR, MEN)",3802,580,4382,2491,175.9,4604,TPOP1Ad0806.pdf
2008,06,CMC (CA MEN'S COLONY),6505,0,6505,3838,169.5,6518,TPOP1Ad0806.pdf
2008,06,CMF (CA MEDICAL FAC),3056,0,3056,2297,133.0,3078,TPOP1Ad0806.pdf
2008,06,CIM (CA INSTITUTION FOR MEN),6023,29,6052,2976,203.4,6130,TPOP1Ad0806.pdf
2008,06,CCI (CA CORRECTIONAL INSTITUTION),5418,0,5418,2783,194.7,5620,TPOP1Ad0806.pdf
2008,06,CCC (CA CORRECTIONAL CENTER),5595,0,5595,3883,144.1,6024,TPOP1Ad0806.pdf
2008,06,ASP (AVENAL SP),6869,0,6869,2920,235.2,7222,TPOP1Ad0806.pdf
2008,07,VSP (VALLEY SP),4027,10,4037,1980,203.9,4158,TPOP1Ad0807.pdf
2008,07,CCWF (CENTRAL CA WOMEN'S FAC),4093,3,4096,2004,204.4,4086,TPOP1Ad0807.pdf
2008,07,CIW (CA INSTITUTION FOR WOMEN),2476,205,2681,1356,197.7,2549,TPOP1Ad0807.pdf
2008,07,WSP (WASCO SP),6000,9,6009,2984,201.4,5878,TPOP1Ad0807.pdf
2008,07,SCC (SIERRA CONSERVATION CENTER),6070,0,6070,3736,162.5,6046,TPOP1Ad0807.pdf
2008,07,SVSP (SALINAS VALLEY SP),4095,0,4095,2388,171.5,4100,TPOP1Ad0807.pdf
2008,07,RJD (RJ DONOVAN CORRECTIONAL FAC),4609,0,4609,2200,209.5,4588,TPOP1Ad0807.pdf
2008,07,PVSP (PLEASANT VALLEY SP),5186,0,5186,2308,224.7,5192,TPOP1Ad0807.pdf
2008,07,PBSP (PELICAN BAY SP),3372,0,3372,2380,141.7,3598,TPOP1Ad0807.pdf
2008,07,NKSP (NORTH KERN SP),5289,5,5294,2694,196.5,5454,TPOP1Ad0807.pdf
2008,07,MCSP (MULE CREEK SP),3692,0,3692,1700,217.2,3714,TPOP1Ad0807.pdf
2008,07,KVSP (KERN VALLEY SP),4678,0,4678,2448,191.1,4846,TPOP1Ad0807.pdf
2008,07,ISP (IRONWOOD SP),4497,0,4497,2200,204.4,4565,TPOP1Ad0807.pdf
2008,07,HDSP (HIGH DESERT SP),4472,13,4485,2324,193.0,4536,TPOP1Ad0807.pdf
2008,07,FOL (FOLSOM SP) (MALE),4037,0,4037,2469,163.5,4078,TPOP1Ad0807.pdf
2008,07,DVI (DEUEL VOCATIONAL INSTITUTION),3816,9,3825,1681,227.5,3787,TPOP1Ad0807.pdf
2008,07,CTF (CORRECTIONAL TRAINING FAC),6470,0,6470,3312,195.4,6499,TPOP1Ad0807.pdf
2008,07,CVSP (CHUCKAWALLA VALLEY SP),3080,0,3080,1738,177.2,3222,TPOP1Ad0807.pdf
2008,07,SATF (CA SUBSTANCE ABUSE TREAT FAC),7120,4,7124,3424,208.1,7473,TPOP1Ad0807.pdf
2008,07,"SOL (CA SP, SOLANO)",5671,0,5671,2610,217.3,5570,TPOP1Ad0807.pdf
2008,07,SQ (SAN QUENTIN SP),5135,5,5140,3082,166.8,5274,TPOP1Ad0807.pdf
2008,07,"SAC (CA SP, SACRAMENTO)",3032,0,3032,1828,165.9,3234,TPOP1Ad0807.pdf
2008,07,"LAC (CA SP, LOS ANGELES COUNTY)",4987,0,4987,2300,216.8,4946,TPOP1Ad0807.pdf
2008,07,"COR (CA SP, CORCORAN)",5744,0,5744,3116,184.3,5402,TPOP1Ad0807.pdf
2008,07,CEN (CENTINELA SP),4819,0,4819,2308,208.8,5136,TPOP1Ad0807.pdf
2008,07,CAL (CALIPATRIA SP),4279,0,4279,2308,185.4,4218,TPOP1Ad0807.pdf
2008,07,"CRC (CAL REHAB CTR, MEN)",3784,565,4349,2491,174.6,4604,TPOP1Ad0807.pdf
2008,07,CMC (CA MEN'S COLONY),6482,0,6482,3838,168.9,6518,TPOP1Ad0807.pdf
2008,07,CMF (CA MEDICAL FAC),3067,0,3067,2297,133.5,3078,TPOP1Ad0807.pdf
2008,07,CIM (CA INSTITUTION FOR MEN),6062,26,6088,2976,204.6,6130,TPOP1Ad0807.pdf
2008,07,CCI (CA CORRECTIONAL INSTITUTION),5751,0,5751,2783,206.6,5620,TPOP1Ad0807.pdf
2008,07,CCC (CA CORRECTIONAL CENTER),5566,0,5566,3883,143.3,6024,TPOP1Ad0807.pdf
2008,07,ASP (AVENAL SP),6882,0,6882,2920,235.7,7222,TPOP1Ad0807.pdf
2008,08,VSP (VALLEY SP),4060,15,4075,1980,205.8,4158,TPOP1Ad0808.pdf
2008,08,CCWF (CENTRAL CA WOMEN'S FAC),4116,3,4119,2004,205.5,4086,TPOP1Ad0808.pdf
2008,08,CIW (CA INSTITUTION FOR WOMEN),2439,203,2642,1356,194.8,2549,TPOP1Ad0808.pdf
2008,08,WSP (WASCO SP),5855,13,5868,2984,196.6,5878,TPOP1Ad0808.pdf
2008,08,SCC (SIERRA CONSERVATION CENTER),6118,0,6118,3736,163.8,6046,TPOP1Ad0808.pdf
2008,08,SVSP (SALINAS VALLEY SP),4062,0,4062,2388,170.1,4100,TPOP1Ad0808.pdf
2008,08,RJD (RJ DONOVAN CORRECTIONAL FAC),4678,1,4679,2200,212.7,4588,TPOP1Ad0808.pdf
2008,08,PVSP (PLEASANT VALLEY SP),5161,0,5161,2308,223.6,5192,TPOP1Ad0808.pdf
2008,08,PBSP (PELICAN BAY SP),3370,0,3370,2380,141.6,3598,TPOP1Ad0808.pdf
2008,08,NKSP (NORTH KERN SP),5513,10,5523,2694,205.0,5454,TPOP1Ad0808.pdf
2008,08,MCSP (MULE CREEK SP),3680,0,3680,1700,216.5,3714,TPOP1Ad0808.pdf
2008,08,KVSP (KERN VALLEY SP),4700,0,4700,2448,192.0,4846,TPOP1Ad0808.pdf
2008,08,ISP (IRONWOOD SP),4386,0,4386,2200,199.4,4565,TPOP1Ad0808.pdf
2008,08,HDSP (HIGH DESERT SP),4441,4,4445,2324,191.3,4536,TPOP1Ad0808.pdf
2008,08,FOL (FOLSOM SP) (MALE),4028,0,4028,2469,163.1,4078,TPOP1Ad0808.pdf
2008,08,DVI (DEUEL VOCATIONAL INSTITUTION),3832,12,3844,1681,228.7,3787,TPOP1Ad0808.pdf
2008,08,CTF (CORRECTIONAL TRAINING FAC),6435,0,6435,3312,194.3,6499,TPOP1Ad0808.pdf
2008,08,CVSP (CHUCKAWALLA VALLEY SP),2991,0,2991,1738,172.1,3222,TPOP1Ad0808.pdf
2008,08,SATF (CA SUBSTANCE ABUSE TREAT FAC),7171,6,7177,3424,209.6,7473,TPOP1Ad0808.pdf
2008,08,"SOL (CA SP, SOLANO)",5504,0,5504,2610,210.9,5570,TPOP1Ad0808.pdf
2008,08,SQ (SAN QUENTIN SP),5256,3,5259,3082,170.6,5274,TPOP1Ad0808.pdf
2008,08,"SAC (CA SP, SACRAMENTO)",3057,0,3057,1828,167.2,3234,TPOP1Ad0808.pdf
2008,08,"LAC (CA SP, LOS ANGELES COUNTY)",5055,0,5055,2300,219.8,4946,TPOP1Ad0808.pdf
2008,08,"COR (CA SP, CORCORAN)",5735,0,5735,3116,184.1,5402,TPOP1Ad0808.pdf
2008,08,CEN (CENTINELA SP),5022,0,5022,2308,217.6,5136,TPOP1Ad0808.pdf
2008,08,CAL (CALIPATRIA SP),4372,0,4372,2308,189.4,4218,TPOP1Ad0808.pdf
2008,08,"CRC (CAL REHAB CTR, MEN)",3814,551,4365,2491,175.2,4604,TPOP1Ad0808.pdf
2008,08,CMC (CA MEN'S COLONY),6497,0,6497,3838,169.3,6518,TPOP1Ad0808.pdf
2008,08,CMF (CA MEDICAL FAC),3110,0,3110,2297,135.4,3078,TPOP1Ad0808.pdf
2008,08,CIM (CA INSTITUTION FOR MEN),5825,22,5847,2976,196.5,6130,TPOP1Ad0808.pdf
2008,08,CCI (CA CORRECTIONAL INSTITUTION),5752,0,5752,2783,206.7,5620,TPOP1Ad0808.pdf
2008,08,CCC (CA CORRECTIONAL CENTER),5602,0,5602,3883,144.3,6024,TPOP1Ad0808.pdf
2008,08,ASP (AVENAL SP),6878,0,6878,2920,235.5,7222,TPOP1Ad0808.pdf
2008,09,VSP (VALLEY SP),4061,10,4071,1980,205.6,4158,TPOP1Ad0809.pdf
2008,09,CCWF (CENTRAL CA WOMEN'S FAC),4072,4,4076,2004,203.4,4086,TPOP1Ad0809.pdf
2008,09,CIW (CA INSTITUTION FOR WOMEN),2409,202,2611,1356,192.6,2549,TPOP1Ad0809.pdf
2008,09,WSP (WASCO SP),5817,7,5824,2984,195.2,5878,TPOP1Ad0809.pdf
2008,09,SCC (SIERRA CONSERVATION CENTER),6064,0,6064,3736,162.3,6046,TPOP1Ad0809.pdf
2008,09,SVSP (SALINAS VALLEY SP),4083,0,4083,2388,171.0,4100,TPOP1Ad0809.pdf
2008,09,RJD (RJ DONOVAN CORRECTIONAL FAC),4813,1,4814,2200,218.8,4588,TPOP1Ad0809.pdf
2008,09,PVSP (PLEASANT VALLEY SP),5194,0,5194,2308,225.0,5192,TPOP1Ad0809.pdf
2008,09,PBSP (PELICAN BAY SP),3361,0,3361,2380,141.2,3598,TPOP1Ad0809.pdf
2008,09,NKSP (NORTH KERN SP),5482,13,5495,2694,204.0,5454,TPOP1Ad0809.pdf
2008,09,MCSP (MULE CREEK SP),3800,0,3800,1700,223.5,3714,TPOP1Ad0809.pdf
2008,09,KVSP (KERN VALLEY SP),4712,0,4712,2448,192.5,4846,TPOP1Ad0809.pdf
2008,09,ISP (IRONWOOD SP),4331,0,4331,2200,196.9,4565,TPOP1Ad0809.pdf
2008,09,HDSP (HIGH DESERT SP),4531,5,4536,2324,195.2,4536,TPOP1Ad0809.pdf
2008,09,FOL (FOLSOM SP) (MALE),4056,0,4056,2469,164.3,4078,TPOP1Ad0809.pdf
2008,09,DVI (DEUEL VOCATIONAL INSTITUTION),3701,10,3711,1681,220.8,3787,TPOP1Ad0809.pdf
2008,09,CTF (CORRECTIONAL TRAINING FAC),6396,0,6396,3312,193.1,6499,TPOP1Ad0809.pdf
2008,09,CVSP (CHUCKAWALLA VALLEY SP),3141,0,3141,1738,180.7,3222,TPOP1Ad0809.pdf
2008,09,SATF (CA SUBSTANCE ABUSE TREAT FAC),7156,5,7161,3424,209.1,7473,TPOP1Ad0809.pdf
2008,09,"SOL (CA SP, SOLANO)",5423,0,5423,2610,207.8,5570,TPOP1Ad0809.pdf
2008,09,SQ (SAN QUENTIN SP),5268,3,5271,3082,171.0,5274,TPOP1Ad0809.pdf
2008,09,"SAC (CA SP, SACRAMENTO)",3028,0,3028,1828,165.6,3234,TPOP1Ad0809.pdf
2008,09,"LAC (CA SP, LOS ANGELES COUNTY)",4991,0,4991,2300,217.0,4946,TPOP1Ad0809.pdf
2008,09,"COR (CA SP, CORCORAN)",5789,0,5789,3116,185.8,5402,TPOP1Ad0809.pdf
2008,09,CEN (CENTINELA SP),5103,0,5103,2308,221.1,5136,TPOP1Ad0809.pdf
2008,09,CAL (CALIPATRIA SP),4317,0,4317,2308,187.0,4218,TPOP1Ad0809.pdf
2008,09,"CRC (CAL REHAB CTR, MEN)",3811,541,4352,2491,174.7,4604,TPOP1Ad0809.pdf
2008,09,CMC (CA MEN'S COLONY),6531,0,6531,3838,170.2,6518,TPOP1Ad0809.pdf
2008,09,CMF (CA MEDICAL FAC),3104,0,3104,2297,135.1,3078,TPOP1Ad0809.pdf
2008,09,CIM (CA INSTITUTION FOR MEN),5807,22,5829,2976,195.9,6130,TPOP1Ad0809.pdf
2008,09,CCI (CA CORRECTIONAL INSTITUTION),5674,0,5674,2783,203.9,5620,TPOP1Ad0809.pdf
2008,09,CCC (CA CORRECTIONAL CENTER),5696,0,5696,3883,146.7,6024,TPOP1Ad0809.pdf
