,year,month,institution_name,population_felons,civil_addict,total_population,designed_capacity,percent_occupied,staffed_capacity
5001,2008,1,FOL (FOLSOM SP) (MALE),4102,0,4102,2236,183.5,4078
5002,2008,1,DVI (DEUEL VOCATIONAL INSTITUTION),3694,18,3712,1627,228.1,3787
5003,2008,1,CTF (CORRECTIONAL TRAINING FAC),6510,0,6510,3301,197.2,6513
5004,2008,1,CVSP (CHUCKAWALLA VALLEY SP),3108,0,3108,1348,230.6,3222
5005,2008,1,SATF (CA SUBSTANCE ABUSE TREAT FAC),7314,3,7317,3424,213.7,7473
5006,2008,1,"SOL (CA SP, SOLANO)",5859,0,5859,2610,224.5,5858
5007,2008,1,SQ (SAN QUENTIN SP),5248,6,5254,3108,169.0,5274
5008,2008,1,"SAC (CA SP, SACRAMENTO)",3152,0,3152,1788,176.3,3234
5009,2008,1,"LAC (CA SP, LOS ANGELES COUNTY)",4847,0,4847,2300,210.7,4946
5010,2008,1,"COR (CA SP, CORCORAN)",5705,1,5706,3116,183.1,5744
5011,2008,1,CEN (CENTINELA SP),5010,0,5010,2308,217.1,5136
5012,2008,1,CAL (CALIPATRIA SP),4213,0,4213,2308,182.5,4218
5013,2008,1,"CRC (CAL REHAB CTR, MEN)",4069,669,4738,2314,204.8,4800
5014,2008,1,CMC (CA MEN'S COLONY),6524,0,6524,3840,169.9,6518
5015,2008,1,CMF (CA MEDICAL FAC),3024,0,3024,2179,138.8,3078
5016,2008,1,CIM (CA INSTITUTION FOR MEN),5992,20,6012,3033,198.2,6234
5017,2008,1,CCI (CA CORRECTIONAL INSTITUTION),5421,0,5421,2785,194.6,5620
5018,2008,1,CCC (CA CORRECTIONAL CENTER),5937,0,5937,3883,152.9,6024
5019,2008,1,ASP (AVENAL SP),7300,0,7300,2920,250.0,7366
5020,2008,2,VSP (VALLEY SP),3920,9,3929,1980,198.4,4158
5021,2008,2,CCWF (CENTRAL CA WOMEN'S FAC),4060,5,4065,2004,202.8,4086
5022,2008,2,CIW (CA INSTITUTION FOR WOMEN),2275,227,2502,1325,188.8,2549
5023,2008,2,WSP (WASCO SP),6051,9,6060,2984,203.1,5899
5024,2008,2,SCC (SIERRA CONSERVATION CENTER),6063,0,6063,3736,162.3,6067
5025,2008,2,SVSP (SALINAS VALLEY SP),4097,0,4097,2372,172.7,4100
5026,2008,2,RJD (RJ DONOVAN CORRECTIONAL FAC),4563,0,4563,2200,207.4,4606
5027,2008,2,PVSP (PLEASANT VALLEY SP),5249,0,5249,2308,227.4,5192
5028,2008,2,PBSP (PELICAN BAY SP),3418,0,3418,2341,146.0,3598
5029,2008,2,NKSP (NORTH KERN SP),5532,5,5537,2692,205.7,5454
5030,2008,2,MCSP (MULE CREEK SP),3673,0,3673,1594,230.4,3714
5031,2008,2,KVSP (KERN VALLEY SP),4861,0,4861,2448,198.6,4846
5032,2008,2,ISP (IRONWOOD SP),4576,0,4576,2200,208.0,4709
5033,2008,2,HDSP (HIGH DESERT SP),4244,5,4249,2324,182.8,4536
5034,2008,2,FOL (FOLSOM SP) (MALE),4083,0,4083,2236,182.6,4078
5035,2008,2,DVI (DEUEL VOCATIONAL INSTITUTION),3875,10,3885,1627,238.8,3787
5036,2008,2,CTF (CORRECTIONAL TRAINING FAC),6420,0,6420,3301,194.5,6513
5037,2008,2,CVSP (CHUCKAWALLA VALLEY SP),3160,0,3160,1348,234.4,3222
5038,2008,2,SATF (CA SUBSTANCE ABUSE TREAT FAC),7261,4,7265,3424,212.2,7473
5039,2008,2,"SOL (CA SP, SOLANO)",5710,0,5710,2610,218.8,5714
5040,2008,2,SQ (SAN QUENTIN SP),5382,18,5400,3108,173.7,5274
5041,2008,2,"SAC (CA SP, SACRAMENTO)",3165,0,3165,1788,177.0,3234
5042,2008,2,"LAC (CA SP, LOS ANGELES COUNTY)",5020,0,5020,2300,218.3,4946
5043,2008,2,"COR (CA SP, CORCORAN)",5572,1,5573,3116,178.9,5623
5044,2008,2,CEN (CENTINELA SP),5124,0,5124,2308,222.0,5136
5045,2008,2,CAL (CALIPATRIA SP),4104,0,4104,2308,177.8,4218
5046,2008,2,"CRC (CAL REHAB CTR, MEN)",3949,648,4597,2314,198.7,4604
5047,2008,2,CMC (CA MEN'S COLONY),6458,0,6458,3840,168.2,6518
5048,2008,2,CMF (CA MEDICAL FAC),3032,0,3032,2179,139.1,3078
5049,2008,2,CIM (CA INSTITUTION FOR MEN),5825,24,5849,3033,192.8,6130
5050,2008,2,CCI (CA CORRECTIONAL INSTITUTION),4882,0,4882,2785,175.3,5620
5051,2008,2,CCC (CA CORRECTIONAL CENTER),5957,0,5957,3883,153.4,6024
5052,2008,2,ASP (AVENAL SP),7302,0,7302,2920,250.1,7222
5053,2008,3,VSP (VALLEY SP),3918,15,3933,1980,198.6,4158
5054,2008,3,CCWF (CENTRAL CA WOMEN'S FAC),4058,3,4061,2004,202.6,4086
5055,2008,3,CIW (CA INSTITUTION FOR WOMEN),2342,230,2572,1325,194.1,2549
5056,2008,3,WSP (WASCO SP),5964,14,5978,2984,200.3,5878
5057,2008,3,SCC (SIERRA CONSERVATION CENTER),6023,0,6023,3736,161.2,6046
5058,2008,3,SVSP (SALINAS VALLEY SP),4122,0,4122,2372,173.8,4100
5059,2008,3,RJD (RJ DONOVAN CORRECTIONAL FAC),4610,0,4610,2200,209.5,4588
5060,2008,3,PVSP (PLEASANT VALLEY SP),5183,0,5183,2308,224.6,5192
5061,2008,3,PBSP (PELICAN BAY SP),3382,0,3382,2341,144.5,3598
5062,2008,3,NKSP (NORTH KERN SP),5436,5,5441,2692,202.1,5454
5063,2008,3,MCSP (MULE CREEK SP),3671,0,3671,1594,230.3,3714
5064,2008,3,KVSP (KERN VALLEY SP),4734,0,4734,2448,193.4,4846
5065,2008,3,ISP (IRONWOOD SP),4595,0,4595,2200,208.9,4565
5066,2008,3,HDSP (HIGH DESERT SP),4370,11,4381,2324,188.5,4536
5067,2008,3,FOL (FOLSOM SP) (MALE),4101,0,4101,2236,183.4,4078
5068,2008,3,DVI (DEUEL VOCATIONAL INSTITUTION),3813,6,3819,1627,234.7,3787
5069,2008,3,CTF (CORRECTIONAL TRAINING FAC),6397,0,6397,3301,193.8,6499
5070,2008,3,CVSP (CHUCKAWALLA VALLEY SP),3058,0,3058,1348,226.9,3222
5071,2008,3,SATF (CA SUBSTANCE ABUSE TREAT FAC),7179,6,7185,3424,209.8,7473
5072,2008,3,"SOL (CA SP, SOLANO)",5604,0,5604,2610,214.7,5570
5073,2008,3,SQ (SAN QUENTIN SP),5219,4,5223,3108,168.1,5274
5074,2008,3,"SAC (CA SP, SACRAMENTO)",3183,0,3183,1788,178.0,3234
5075,2008,3,"LAC (CA SP, LOS ANGELES COUNTY)",5010,0,5010,2300,217.8,4946
5076,2008,3,"COR (CA SP, CORCORAN)",5592,0,5592,3116,179.5,5623
5077,2008,3,CEN (CENTINELA SP),5085,0,5085,2308,220.3,5136
5078,2008,3,CAL (CALIPATRIA SP),4245,0,4245,2308,183.9,4218
5079,2008,3,"CRC (CAL REHAB CTR, MEN)",3872,655,4527,2314,195.6,4604
5080,2008,3,CMC (CA MEN'S COLONY),6505,0,6505,3840,169.4,6518
5081,2008,3,CMF (CA MEDICAL FAC),3049,0,3049,2179,139.9,3078
5082,2008,3,CIM (CA INSTITUTION FOR MEN),5898,27,5925,3033,195.4,6130
5083,2008,3,CCI (CA CORRECTIONAL INSTITUTION),4615,1,4616,2785,165.7,5620
5084,2008,3,CCC (CA CORRECTIONAL CENTER),5849,0,5849,3883,150.6,6024
5085,2008,3,ASP (AVENAL SP),7192,0,7192,2920,246.3,7222
5086,2008,4,VSP (VALLEY SP),3891,0,3891,1980,196.5,4158
5087,2008,4,CCWF (CENTRAL CA WOMEN'S FAC),4013,7,4020,2004,200.6,4086
5088,2008,4,CIW (CA INSTITUTION FOR WOMEN),2465,226,2691,1325,203.1,2549
5089,2008,4,WSP (WASCO SP),5956,7,5963,2984,199.8,5878
5090,2008,4,SCC (SIERRA CONSERVATION CENTER),6061,0,6061,3736,162.2,6046
5091,2008,4,SVSP (SALINAS VALLEY SP),4093,0,4093,2372,172.6,4100
5092,2008,4,RJD (RJ DONOVAN CORRECTIONAL FAC),4542,0,4542,2200,206.5,4588
5093,2008,4,PVSP (PLEASANT VALLEY SP),5171,0,5171,2308,224.0,5192
5094,2008,4,PBSP (PELICAN BAY SP),3360,0,3360,2341,143.5,3598
5095,2008,4,NKSP (NORTH KERN SP),5430,4,5434,2692,201.9,5454
5096,2008,4,MCSP (MULE CREEK SP),3731,0,3731,1594,234.1,3714
5097,2008,4,KVSP (KERN VALLEY SP),4639,0,4639,2448,189.5,4846
5098,2008,4,ISP (IRONWOOD SP),4524,0,4524,2200,205.6,4565
5099,2008,4,HDSP (HIGH DESERT SP),4343,3,4346,2324,187.0,4536
5100,2008,4,FOL (FOLSOM SP) (MALE),4151,0,4151,2236,185.6,4078
5101,2008,4,DVI (DEUEL VOCATIONAL INSTITUTION),3822,6,3828,1627,235.3,3787
5102,2008,4,CTF (CORRECTIONAL TRAINING FAC),6456,0,6456,3301,195.6,6499
5103,2008,4,CVSP (CHUCKAWALLA VALLEY SP),3113,0,3113,1348,230.9,3222
5104,2008,4,SATF (CA SUBSTANCE ABUSE TREAT FAC),7170,6,7176,3424,209.6,7473
5105,2008,4,"SOL (CA SP, SOLANO)",5651,0,5651,2610,216.5,5570
5106,2008,4,SQ (SAN QUENTIN SP),5215,6,5221,3108,168.0,5274
5107,2008,4,"SAC (CA SP, SACRAMENTO)",3056,0,3056,1788,170.9,3234
5108,2008,4,"LAC (CA SP, LOS ANGELES COUNTY)",4950,0,4950,2300,215.2,4946
5109,2008,4,"COR (CA SP, CORCORAN)",5650,1,5651,3116,181.4,5623
5110,2008,4,CEN (CENTINELA SP),5041,0,5041,2308,218.4,5136
5111,2008,4,CAL (CALIPATRIA SP),4233,0,4233,2308,183.4,4218
5112,2008,4,"CRC (CAL REHAB CTR, MEN)",3762,637,4399,2314,190.1,4604
5113,2008,4,CMC (CA MEN'S COLONY),6535,0,6535,3840,170.2,6518
5114,2008,4,CMF (CA MEDICAL FAC),3094,0,3094,2179,142.0,3078
5115,2008,4,CIM (CA INSTITUTION FOR MEN),5959,30,5989,3033,197.5,6130
5116,2008,4,CCI (CA CORRECTIONAL INSTITUTION),4936,1,4937,2785,177.3,5620
5117,2008,4,CCC (CA CORRECTIONAL CENTER),5945,0,5945,3883,153.1,6024
5118,2008,4,ASP (AVENAL SP),7039,0,7039,2920,241.1,7222
5119,2008,5,VSP (VALLEY SP),3897,8,3905,1980,197.2,4158
5120,2008,5,CCWF (CENTRAL CA WOMEN'S FAC),4051,12,4063,2004,202.7,4086
5121,2008,5,CIW (CA INSTITUTION FOR WOMEN),2462,208,2670,1356,196.9,2549
5122,2008,5,WSP (WASCO SP),6039,6,6045,2984,202.6,5878
5123,2008,5,SCC (SIERRA CONSERVATION CENTER),6067,1,6068,3736,162.4,6046
5124,2008,5,SVSP (SALINAS VALLEY SP),4084,0,4084,2388,171.0,4100
5125,2008,5,RJD (RJ DONOVAN CORRECTIONAL FAC),4626,0,4626,2200,210.3,4588
5126,2008,5,PVSP (PLEASANT VALLEY SP),5128,0,5128,2308,222.2,5192
5127,2008,5,PBSP (PELICAN BAY SP),3376,0,3376,2380,141.8,3598
5128,2008,5,NKSP (NORTH KERN SP),5529,6,5535,2694,205.5,5454
5129,2008,5,MCSP (MULE CREEK SP),3731,0,3731,1700,219.5,3714
5130,2008,5,KVSP (KERN VALLEY SP),4707,0,4707,2448,192.3,4846
5131,2008,5,ISP (IRONWOOD SP),4412,0,4412,2200,200.5,4565
5132,2008,5,HDSP (HIGH DESERT SP),4375,9,4384,2324,188.6,4536
5133,2008,5,FOL (FOLSOM SP) (MALE),4094,0,4094,2372,172.6,4078
5134,2008,5,DVI (DEUEL VOCATIONAL INSTITUTION),3853,5,3858,1681,229.5,3787
5135,2008,5,CTF (CORRECTIONAL TRAINING FAC),6486,0,6486,3312,195.8,6499
5136,2008,5,CVSP (CHUCKAWALLA VALLEY SP),3077,0,3077,1738,177.0,3222
5137,2008,5,SATF (CA SUBSTANCE ABUSE TREAT FAC),7196,6,7202,3424,210.3,7473
5138,2008,5,"SOL (CA SP, SOLANO)",5672,0,5672,2610,217.3,5570
5139,2008,5,SQ (SAN QUENTIN SP),5292,2,5294,3082,171.8,5274
5140,2008,5,"SAC (CA SP, SACRAMENTO)",3010,0,3010,1828,164.7,3234
5141,2008,5,"LAC (CA SP, LOS ANGELES COUNTY)",5009,0,5009,2300,217.8,4946
5142,2008,5,"COR (CA SP, CORCORAN)",5675,0,5675,2988,189.9,5402
5143,2008,5,CEN (CENTINELA SP),5115,0,5115,2308,221.6,5136
5144,2008,5,CAL (CALIPATRIA SP),4147,0,4147,2308,179.7,4218
5145,2008,5,"CRC (CAL REHAB CTR, MEN)",3749,597,4346,2491,174.5,4604
5146,2008,5,CMC (CA MEN'S COLONY),6506,0,6506,3838,169.5,6518
5147,2008,5,CMF (CA MEDICAL FAC),3030,0,3030,2297,131.9,3078
5148,2008,5,CIM (CA INSTITUTION FOR MEN),6036,29,6065,2976,203.8,6130
5149,2008,5,CCI (CA CORRECTIONAL INSTITUTION),5355,1,5356,2783,192.5,5620
5150,2008,5,CCC (CA CORRECTIONAL CENTER),5836,0,5836,3883,150.3,6024
5151,2008,5,ASP (AVENAL SP),6839,0,6839,2920,234.2,7222
5152,2008,6,VSP (VALLEY SP),3911,12,3923,1980,198.1,4158
5153,2008,6,CCWF (CENTRAL CA WOMEN'S FAC),4065,2,4067,2004,202.9,4086
5154,2008,6,CIW (CA INSTITUTION FOR WOMEN),2418,200,2618,1356,193.1,2549
5155,2008,6,WSP (WASCO SP),5924,10,5934,2984,198.9,5878
5156,2008,6,SCC (SIERRA CONSERVATION CENTER),6162,2,6164,3736,165.0,6046
5157,2008,6,SVSP (SALINAS VALLEY SP),4095,0,4095,2388,171.5,4100
5158,2008,6,RJD (RJ DONOVAN CORRECTIONAL FAC),4556,0,4556,2200,207.1,4588
5159,2008,6,PVSP (PLEASANT VALLEY SP),5180,0,5180,2308,224.4,5192
5160,2008,6,PBSP (PELICAN BAY SP),3388,0,3388,2380,142.4,3598
5161,2008,6,NKSP (NORTH KERN SP),5500,8,5508,2694,204.5,5454
5162,2008,6,MCSP (MULE CREEK SP),3666,0,3666,1700,215.6,3714
5163,2008,6,KVSP (KERN VALLEY SP),4683,0,4683,2448,191.3,4846
5164,2008,6,ISP (IRONWOOD SP),4430,0,4430,2200,201.4,4565
5165,2008,6,HDSP (HIGH DESERT SP),4495,7,4502,2324,193.7,4536
5166,2008,6,FOL (FOLSOM SP) (MALE),4067,0,4067,2469,164.7,4078
5167,2008,6,DVI (DEUEL VOCATIONAL INSTITUTION),3861,10,3871,1681,230.3,3787
5168,2008,6,CTF (CORRECTIONAL TRAINING FAC),6604,0,6604,3312,199.4,6499
5169,2008,6,CVSP (CHUCKAWALLA VALLEY SP),3109,0,3109,1738,178.9,3222
5170,2008,6,SATF (CA SUBSTANCE ABUSE TREAT FAC),7156,6,7162,3424,209.2,7473
5171,2008,6,"SOL (CA SP, SOLANO)",5652,0,5652,2610,216.6,5570
5172,2008,6,SQ (SAN QUENTIN SP),5314,4,5318,3082,172.6,5274
5173,2008,6,"SAC (CA SP, SACRAMENTO)",2979,0,2979,1828,163.0,3234
5174,2008,6,"LAC (CA SP, LOS ANGELES COUNTY)",4946,0,4946,2300,215.0,4946
5175,2008,6,"COR (CA SP, CORCORAN)",5725,0,5725,3116,183.7,5402
5176,2008,6,CEN (CENTINELA SP),4817,0,4817,2308,208.7,5136
5177,2008,6,CAL (CALIPATRIA SP),4189,0,4189,2308,181.5,4218
5178,2008,6,"CRC (CAL REHAB CTR, MEN)",3802,580,4382,2491,175.9,4604
5179,2008,6,CMC (CA MEN'S COLONY),6505,0,6505,3838,169.5,6518
5180,2008,6,CMF (CA MEDICAL FAC),3056,0,3056,2297,133.0,3078
5181,2008,6,CIM (CA INSTITUTION FOR MEN),6023,29,6052,2976,203.4,6130
5182,2008,6,CCI (CA CORRECTIONAL INSTITUTION),5418,0,5418,2783,194.7,5620
5183,2008,6,CCC (CA CORRECTIONAL CENTER),5595,0,5595,3883,144.1,6024
5184,2008,6,ASP (AVENAL SP),6869,0,6869,2920,235.2,7222
5185,2008,7,VSP (VALLEY SP),4027,10,4037,1980,203.9,4158
5186,2008,7,CCWF (CENTRAL CA WOMEN'S FAC),4093,3,4096,2004,204.4,4086
5187,2008,7,CIW (CA INSTITUTION FOR WOMEN),2476,205,2681,1356,197.7,2549
5188,2008,7,WSP (WASCO SP),6000,9,6009,2984,201.4,5878
5189,2008,7,SCC (SIERRA CONSERVATION CENTER),6070,0,6070,3736,162.5,6046
5190,2008,7,SVSP (SALINAS VALLEY SP),4095,0,4095,2388,171.5,4100
5191,2008,7,RJD (RJ DONOVAN CORRECTIONAL FAC),4609,0,4609,2200,209.5,4588
5192,2008,7,PVSP (PLEASANT VALLEY SP),5186,0,5186,2308,224.7,5192
5193,2008,7,PBSP (PELICAN BAY SP),3372,0,3372,2380,141.7,3598
5194,2008,7,NKSP (NORTH KERN SP),5289,5,5294,2694,196.5,5454
5195,2008,7,MCSP (MULE CREEK SP),3692,0,3692,1700,217.2,3714
5196,2008,7,KVSP (KERN VALLEY SP),4678,0,4678,2448,191.1,4846
5197,2008,7,ISP (IRONWOOD SP),4497,0,4497,2200,204.4,4565
5198,2008,7,HDSP (HIGH DESERT SP),4472,13,4485,2324,193.0,4536
5199,2008,7,FOL (FOLSOM SP) (MALE),4037,0,4037,2469,163.5,4078
5200,2008,7,DVI (DEUEL VOCATIONAL INSTITUTION),3816,9,3825,1681,227.5,3787
5201,2008,7,CTF (CORRECTIONAL TRAINING FAC),6470,0,6470,3312,195.4,6499
5202,2008,7,CVSP (CHUCKAWALLA VALLEY SP),3080,0,3080,1738,177.2,3222
5203,2008,7,SATF (CA SUBSTANCE ABUSE TREAT FAC),7120,4,7124,3424,208.1,7473
5204,2008,7,"SOL (CA SP, SOLANO)",5671,0,5671,2610,217.3,5570
5205,2008,7,SQ (SAN QUENTIN SP),5135,5,5140,3082,166.8,5274
5206,2008,7,"SAC (CA SP, SACRAMENTO)",3032,0,3032,1828,165.9,3234
5207,2008,7,"LAC (CA SP, LOS ANGELES COUNTY)",4987,0,4987,2300,216.8,4946
5208,2008,7,"COR (CA SP, CORCORAN)",5744,0,5744,3116,184.3,5402
5209,2008,7,CEN (CENTINELA SP),4819,0,4819,2308,208.8,5136
5210,2008,7,CAL (CALIPATRIA SP),4279,0,4279,2308,185.4,4218
5211,2008,7,"CRC (CAL REHAB CTR, MEN)",3784,565,4349,2491,174.6,4604
5212,2008,7,CMC (CA MEN'S COLONY),6482,0,6482,3838,168.9,6518
5213,2008,7,CMF (CA MEDICAL FAC),3067,0,3067,2297,133.5,3078
5214,2008,7,CIM (CA INSTITUTION FOR MEN),6062,26,6088,2976,204.6,6130
5215,2008,7,CCI (CA CORRECTIONAL INSTITUTION),5751,0,5751,2783,206.6,5620
5216,2008,7,CCC (CA CORRECTIONAL CENTER),5566,0,5566,3883,143.3,6024
5217,2008,7,ASP (AVENAL SP),6882,0,6882,2920,235.7,7222
5218,2008,8,VSP (VALLEY SP),4060,15,4075,1980,205.8,4158
5219,2008,8,CCWF (CENTRAL CA WOMEN'S FAC),4116,3,4119,2004,205.5,4086
5220,2008,8,CIW (CA INSTITUTION FOR WOMEN),2439,203,2642,1356,194.8,2549
5221,2008,8,WSP (WASCO SP),5855,13,5868,2984,196.6,5878
5222,2008,8,SCC (SIERRA CONSERVATION CENTER),6118,0,6118,3736,163.8,6046
5223,2008,8,SVSP (SALINAS VALLEY SP),4062,0,4062,2388,170.1,4100
5224,2008,8,RJD (RJ DONOVAN CORRECTIONAL FAC),4678,1,4679,2200,212.7,4588
5225,2008,8,PVSP (PLEASANT VALLEY SP),5161,0,5161,2308,223.6,5192
5226,2008,8,PBSP (PELICAN BAY SP),3370,0,3370,2380,141.6,3598
5227,2008,8,NKSP (NORTH KERN SP),5513,10,5523,2694,205.0,5454
5228,2008,8,MCSP (MULE CREEK SP),3680,0,3680,1700,216.5,3714
5229,2008,8,KVSP (KERN VALLEY SP),4700,0,4700,2448,192.0,4846
5230,2008,8,ISP (IRONWOOD SP),4386,0,4386,2200,199.4,4565
5231,2008,8,HDSP (HIGH DESERT SP),4441,4,4445,2324,191.3,4536
5232,2008,8,FOL (FOLSOM SP) (MALE),4028,0,4028,2469,163.1,4078
5233,2008,8,DVI (DEUEL VOCATIONAL INSTITUTION),3832,12,3844,1681,228.7,3787
5234,2008,8,CTF (CORRECTIONAL TRAINING FAC),6435,0,6435,3312,194.3,6499
5235,2008,8,CVSP (CHUCKAWALLA VALLEY SP),2991,0,2991,1738,172.1,3222
5236,2008,8,SATF (CA SUBSTANCE ABUSE TREAT FAC),7171,6,7177,3424,209.6,7473
5237,2008,8,"SOL (CA SP, SOLANO)",5504,0,5504,2610,210.9,5570
5238,2008,8,SQ (SAN QUENTIN SP),5256,3,5259,3082,170.6,5274
5239,2008,8,"SAC (CA SP, SACRAMENTO)",3057,0,3057,1828,167.2,3234
5240,2008,8,"LAC (CA SP, LOS ANGELES COUNTY)",5055,0,5055,2300,219.8,4946
5241,2008,8,"COR (CA SP, CORCORAN)",5735,0,5735,3116,184.1,5402
5242,2008,8,CEN (CENTINELA SP),5022,0,5022,2308,217.6,5136
5243,2008,8,CAL (CALIPATRIA SP),4372,0,4372,2308,189.4,4218
5244,2008,8,"CRC (CAL REHAB CTR, MEN)",3814,551,4365,2491,175.2,4604
5245,2008,8,CMC (CA MEN'S COLONY),6497,0,6497,3838,169.3,6518
5246,2008,8,CMF (CA MEDICAL FAC),3110,0,3110,2297,135.4,3078
5247,2008,8,CIM (CA INSTITUTION FOR MEN),5825,22,5847,2976,196.5,6130
5248,2008,8,CCI (CA CORRECTIONAL INSTITUTION),5752,0,5752,2783,206.7,5620
5249,2008,8,CCC (CA CORRECTIONAL CENTER),5602,0,5602,3883,144.3,6024
5250,2008,8,ASP (AVENAL SP),6878,0,6878,2920,235.5,7222
5251,2008,9,VSP (VALLEY SP),4061,10,4071,1980,205.6,4158
5252,2008,9,CCWF (CENTRAL CA WOMEN'S FAC),4072,4,4076,2004,203.4,4086
5253,2008,9,CIW (CA INSTITUTION FOR WOMEN),2409,202,2611,1356,192.6,2549
5254,2008,9,WSP (WASCO SP),5817,7,5824,2984,195.2,5878
5255,2008,9,SCC (SIERRA CONSERVATION CENTER),6064,0,6064,3736,162.3,6046
5256,2008,9,SVSP (SALINAS VALLEY SP),4083,0,4083,2388,171.0,4100
5257,2008,9,RJD (RJ DONOVAN CORRECTIONAL FAC),4813,1,4814,2200,218.8,4588
5258,2008,9,PVSP (PLEASANT VALLEY SP),5194,0,5194,2308,225.0,5192
5259,2008,9,PBSP (PELICAN BAY SP),3361,0,3361,2380,141.2,3598
5260,2008,9,NKSP (NORTH KERN SP),5482,13,5495,2694,204.0,5454
5261,2008,9,MCSP (MULE CREEK SP),3800,0,3800,1700,223.5,3714
5262,2008,9,KVSP (KERN VALLEY SP),4712,0,4712,2448,192.5,4846
5263,2008,9,ISP (IRONWOOD SP),4331,0,4331,2200,196.9,4565
5264,2008,9,HDSP (HIGH DESERT SP),4531,5,4536,2324,195.2,4536
5265,2008,9,FOL (FOLSOM SP) (MALE),4056,0,4056,2469,164.3,4078
5266,2008,9,DVI (DEUEL VOCATIONAL INSTITUTION),3701,10,3711,1681,220.8,3787
5267,2008,9,CTF (CORRECTIONAL TRAINING FAC),6396,0,6396,3312,193.1,6499
5268,2008,9,CVSP (CHUCKAWALLA VALLEY SP),3141,0,3141,1738,180.7,3222
5269,2008,9,SATF (CA SUBSTANCE ABUSE TREAT FAC),7156,5,7161,3424,209.1,7473
5270,2008,9,"SOL (CA SP, SOLANO)",5423,0,5423,2610,207.8,5570
5271,2008,9,SQ (SAN QUENTIN SP),5268,3,5271,3082,171.0,5274
5272,2008,9,"SAC (CA SP, SACRAMENTO)",3028,0,3028,1828,165.6,3234
5273,2008,9,"LAC (CA SP, LOS ANGELES COUNTY)",4991,0,4991,2300,217.0,4946
5274,2008,9,"COR (CA SP, CORCORAN)",5789,0,5789,3116,185.8,5402
5275,2008,9,CEN (CENTINELA SP),5103,0,5103,2308,221.1,5136
5276,2008,9,CAL (CALIPATRIA SP),4317,0,4317,2308,187.0,4218
5277,2008,9,"CRC (CAL REHAB CTR, MEN)",3811,541,4352,2491,174.7,4604
5278,2008,9,CMC (CA MEN'S COLONY),6531,0,6531,3838,170.2,6518
5279,2008,9,CMF (CA MEDICAL FAC),3104,0,3104,2297,135.1,3078
5280,2008,9,CIM (CA INSTITUTION FOR MEN),5807,22,5829,2976,195.9,6130
5281,2008,9,CCI (CA CORRECTIONAL INSTITUTION),5674,0,5674,2783,203.9,5620
5282,2008,9,CCC (CA CORRECTIONAL CENTER),5696,0,5696,3883,146.7,6024
5283,2008,9,ASP (AVENAL SP),6870,0,6870,2920,235.3,7222
5284,2008,10,VSP (VALLEY SP),4097,10,4107,1980,207.4,4118
5285,2008,10,CCWF (CENTRAL CA WOMEN'S FAC),4161,5,4166,2004,207.9,4166
5286,2008,10,CIW (CA INSTITUTION FOR WOMEN),2445,211,2656,1356,195.9,2669
5287,2008,10,WSP (WASCO SP),5972,7,5979,2984,200.4,5848
5288,2008,10,SCC (SIERRA CONSERVATION CENTER),6012,0,6012,3736,160.9,6067
5289,2008,10,SVSP (SALINAS VALLEY SP),4066,0,4066,2388,170.3,4099
5290,2008,10,RJD (RJ DONOVAN CORRECTIONAL FAC),4769,2,4771,2200,216.9,4814
5291,2008,10,PVSP (PLEASANT VALLEY SP),5136,0,5136,2308,222.5,5162
5292,2008,10,PBSP (PELICAN BAY SP),3368,0,3368,2380,141.5,3502
5293,2008,10,NKSP (NORTH KERN SP),5444,15,5459,2694,202.6,5454
5294,2008,10,MCSP (MULE CREEK SP),3874,0,3874,1700,227.9,3748
5295,2008,10,KVSP (KERN VALLEY SP),4714,0,4714,2448,192.6,4820
5296,2008,10,ISP (IRONWOOD SP),4263,0,4263,2200,193.8,4445
5297,2008,10,HDSP (HIGH DESERT SP),4529,3,4532,2324,195.0,4536
5298,2008,10,FOL (FOLSOM SP) (MALE),4035,0,4035,2469,163.4,4078
5299,2008,10,DVI (DEUEL VOCATIONAL INSTITUTION),3857,9,3866,1681,230.0,3811
5300,2008,10,CTF (CORRECTIONAL TRAINING FAC),6534,0,6534,3312,197.3,6527
5301,2008,10,CVSP (CHUCKAWALLA VALLEY SP),3234,0,3234,1738,186.1,3328
5302,2008,10,SATF (CA SUBSTANCE ABUSE TREAT FAC),7153,6,7159,3424,209.1,7264
5303,2008,10,"SOL (CA SP, SOLANO)",5280,0,5280,2610,202.3,5427
5304,2008,10,SQ (SAN QUENTIN SP),5365,4,5369,3082,174.2,5259
5305,2008,10,"SAC (CA SP, SACRAMENTO)",3025,0,3025,1828,165.5,3059
5306,2008,10,"LAC (CA SP, LOS ANGELES COUNTY)",4955,1,4956,2300,215.5,5027
5307,2008,10,"COR (CA SP, CORCORAN)",5791,0,5791,3116,185.8,5653
5308,2008,10,CEN (CENTINELA SP),5028,0,5028,2308,217.9,5136
5309,2008,10,CAL (CALIPATRIA SP),4343,0,4343,2308,188.2,4218
5310,2008,10,"CRC (CAL REHAB CTR, MEN)",3814,534,4348,2491,174.5,4408
5311,2008,10,CMC (CA MEN'S COLONY),6557,0,6557,3838,170.8,6518
5312,2008,10,CMF (CA MEDICAL FAC),3047,0,3047,2297,132.7,3060
5313,2008,10,CIM (CA INSTITUTION FOR MEN),5847,26,5873,2976,197.3,6032
